name,party,state,h,n,angry
Robert Pittenger R-NC,Republican,NC,12,544,122.0
Robert Pittenger R-NC,Republican,NC,13,487,95.0
Robert Pittenger R-NC,Republican,NC,14,599,118.0
Robert Pittenger R-NC,Republican,NC,15,601,119.0
Robert Pittenger R-NC,Republican,NC,16,632,144.0
Robert Pittenger R-NC,Republican,NC,17,535,114.0
Robert Pittenger R-NC,Republican,NC,18,332,57.0
Robert Pittenger R-NC,Republican,NC,19,249,58.0
Robert Pittenger R-NC,Republican,NC,20,225,30.0
Robert Pittenger R-NC,Republican,NC,21,103,10.0
Robert Pittenger R-NC,Republican,NC,22,98,11.0
Robert Pittenger R-NC,Republican,NC,23,14,2.0
Robin L. Kelly,Democrat,IL,0,3,2.0
Robin L. Kelly,Democrat,IL,1,4,2.0
Robin L. Kelly,Democrat,IL,2,27,8.0
Robin L. Kelly,Democrat,IL,3,57,16.0
Robin L. Kelly,Democrat,IL,4,131,51.0
Robin L. Kelly,Democrat,IL,5,183,62.0
Robin L. Kelly,Democrat,IL,6,299,111.0
Robin L. Kelly,Democrat,IL,7,233,82.0
Robin L. Kelly,Democrat,IL,8,596,165.0
Robin L. Kelly,Democrat,IL,9,744,237.0
Robin L. Kelly,Democrat,IL,10,867,255.0
Robin L. Kelly,Democrat,IL,11,824,229.0
Robin L. Kelly,Democrat,IL,12,920,299.0
Robin L. Kelly,Democrat,IL,13,831,211.0
Robin L. Kelly,Democrat,IL,14,910,249.0
Robin L. Kelly,Democrat,IL,15,790,202.0
Robin L. Kelly,Democrat,IL,16,655,195.0
Robin L. Kelly,Democrat,IL,17,400,81.0
Robin L. Kelly,Democrat,IL,18,180,51.0
Robin L. Kelly,Democrat,IL,19,134,28.0
Robin L. Kelly,Democrat,IL,20,102,24.0
Robin L. Kelly,Democrat,IL,21,71,15.0
Robin L. Kelly,Democrat,IL,22,22,7.0
Robin L. Kelly,Democrat,IL,23,9,5.0
Roger F. Wicker,Republican,MS,0,2,0.0
Roger F. Wicker,Republican,MS,1,4,0.0
Roger F. Wicker,Republican,MS,2,9,0.0
Roger F. Wicker,Republican,MS,3,89,31.0
Roger F. Wicker,Republican,MS,4,181,58.0
Roger F. Wicker,Republican,MS,5,228,77.0
Roger F. Wicker,Republican,MS,6,272,86.0
Roger F. Wicker,Republican,MS,7,305,96.0
Roger F. Wicker,Republican,MS,8,787,231.0
Roger F. Wicker,Republican,MS,9,1144,284.0
Roger F. Wicker,Republican,MS,10,1281,323.0
Roger F. Wicker,Republican,MS,11,1288,278.0
Roger F. Wicker,Republican,MS,12,1174,297.0
Roger F. Wicker,Republican,MS,13,1213,306.0
Roger F. Wicker,Republican,MS,14,1236,263.0
Roger F. Wicker,Republican,MS,15,1227,287.0
Roger F. Wicker,Republican,MS,16,1119,235.0
Roger F. Wicker,Republican,MS,17,713,148.0
Roger F. Wicker,Republican,MS,18,323,68.0
Roger F. Wicker,Republican,MS,19,208,34.0
Roger F. Wicker,Republican,MS,20,112,20.0
Roger F. Wicker,Republican,MS,21,77,16.0
Roger F. Wicker,Republican,MS,22,22,4.0
Roger F. Wicker,Republican,MS,23,5,1.0
Roger Marshall,Republican,KS,0,5,1.0
Roger Marshall,Republican,KS,1,23,7.0
Roger Marshall,Republican,KS,2,76,18.0
Roger Marshall,Republican,KS,3,222,70.0
Roger Marshall,Republican,KS,4,375,129.0
Roger Marshall,Republican,KS,5,452,167.0
Roger Marshall,Republican,KS,6,427,168.0
Roger Marshall,Republican,KS,7,437,184.0
Roger Marshall,Republican,KS,8,417,181.0
Roger Marshall,Republican,KS,9,441,172.0
Roger Marshall,Republican,KS,10,446,186.0
Roger Marshall,Republican,KS,11,429,194.0
Roger Marshall,Republican,KS,12,345,142.0
Roger Marshall,Republican,KS,13,232,101.0
Roger Marshall,Republican,KS,14,214,81.0
Roger Marshall,Republican,KS,15,191,76.0
Roger Marshall,Republican,KS,16,178,73.0
Roger Marshall,Republican,KS,17,59,24.0
Roger Marshall,Republican,KS,18,23,14.0
Roger Marshall,Republican,KS,19,5,1.0
Roger Marshall,Republican,KS,20,5,3.0
Roger Marshall,Republican,KS,21,2,1.0
Roger Marshall,Republican,KS,23,1,1.0
Roger Williams,Republican,TX,0,7,1.0
Roger Williams,Republican,TX,1,6,0.0
Roger Williams,Republican,TX,2,28,4.0
Roger Williams,Republican,TX,3,99,13.0
Roger Williams,Republican,TX,4,173,36.0
Roger Williams,Republican,TX,5,245,62.0
Roger Williams,Republican,TX,6,283,50.0
Roger Williams,Republican,TX,7,428,79.0
Roger Williams,Republican,TX,8,852,204.0
Roger Williams,Republican,TX,9,1092,274.0
Roger Williams,Republican,TX,10,934,251.0
Roger Williams,Republican,TX,11,674,180.0
Roger Williams,Republican,TX,12,680,195.0
Roger Williams,Republican,TX,13,693,195.0
Roger Williams,Republican,TX,14,645,198.0
Roger Williams,Republican,TX,15,551,142.0
Roger Williams,Republican,TX,16,473,129.0
Roger Williams,Republican,TX,17,261,55.0
Roger Williams,Republican,TX,18,168,42.0
Roger Williams,Republican,TX,19,152,24.0
Roger Williams,Republican,TX,20,229,54.0
Roger Williams,Republican,TX,21,105,22.0
Roger Williams,Republican,TX,22,39,9.0
Roger Williams,Republican,TX,23,9,4.0
Ron Estes,Republican,KS,0,12,1.0
Ron Estes,Republican,KS,1,1,0.0
Ron Estes,Republican,KS,2,8,3.0
Ron Estes,Republican,KS,3,28,13.0
Ron Estes,Republican,KS,4,66,20.0
Ron Estes,Republican,KS,5,71,19.0
Ron Estes,Republican,KS,6,68,22.0
Ron Estes,Republican,KS,7,96,22.0
Ron Estes,Republican,KS,8,212,47.0
Ron Estes,Republican,KS,9,333,73.0
Ron Estes,Republican,KS,10,380,99.0
Ron Estes,Republican,KS,11,322,88.0
Ron Estes,Republican,KS,12,341,87.0
Ron Estes,Republican,KS,13,310,95.0
Ron Estes,Republican,KS,14,323,89.0
Ron Estes,Republican,KS,15,368,94.0
Ron Estes,Republican,KS,16,368,98.0
Ron Estes,Republican,KS,17,231,52.0
Ron Estes,Republican,KS,18,100,24.0
Ron Estes,Republican,KS,19,83,24.0
Ron Estes,Republican,KS,20,69,20.0
Ron Estes,Republican,KS,21,43,3.0
Ron Estes,Republican,KS,22,8,0.0
Ron Estes,Republican,KS,23,11,0.0
Ron Johnson,Republican,WI,0,6,3.0
Ron Johnson,Republican,WI,1,6,3.0
Ron Johnson,Republican,WI,2,50,27.0
Ron Johnson,Republican,WI,3,71,25.0
Ron Johnson,Republican,WI,4,135,53.0
Ron Johnson,Republican,WI,5,204,87.0
Ron Johnson,Republican,WI,6,297,110.0
Ron Johnson,Republican,WI,7,487,142.0
Ron Johnson,Republican,WI,8,722,173.0
Ron Johnson,Republican,WI,9,867,246.0
Ron Johnson,Republican,WI,10,828,281.0
Ron Johnson,Republican,WI,11,882,295.0
Ron Johnson,Republican,WI,12,900,301.0
Ron Johnson,Republican,WI,13,882,308.0
Ron Johnson,Republican,WI,14,772,250.0
Ron Johnson,Republican,WI,15,843,249.0
Ron Johnson,Republican,WI,16,875,275.0
Ron Johnson,Republican,WI,17,605,190.0
Ron Johnson,Republican,WI,18,429,135.0
Ron Johnson,Republican,WI,19,336,112.0
Ron Johnson,Republican,WI,20,292,111.0
Ron Johnson,Republican,WI,21,179,79.0
Ron Johnson,Republican,WI,22,46,14.0
Ron Johnson,Republican,WI,23,11,1.0
Ron Wyden,Democrat,OR,0,14,6.0
Ron Wyden,Democrat,OR,1,109,47.0
Ron Wyden,Democrat,OR,2,377,179.0
Ron Wyden,Democrat,OR,3,468,216.0
Ron Wyden,Democrat,OR,4,516,287.0
Ron Wyden,Democrat,OR,5,558,301.0
Ron Wyden,Democrat,OR,6,612,286.0
Ron Wyden,Democrat,OR,7,584,259.0
Ron Wyden,Democrat,OR,8,572,293.0
Ron Wyden,Democrat,OR,9,615,272.0
Ron Wyden,Democrat,OR,10,448,178.0
Ron Wyden,Democrat,OR,11,352,149.0
Ron Wyden,Democrat,OR,12,279,101.0
Ron Wyden,Democrat,OR,13,226,72.0
Ron Wyden,Democrat,OR,14,157,57.0
Ron Wyden,Democrat,OR,15,121,40.0
Ron Wyden,Democrat,OR,16,67,14.0
Ron Wyden,Democrat,OR,17,53,10.0
Ron Wyden,Democrat,OR,18,13,2.0
Ron Wyden,Democrat,OR,19,10,0.0
Ron Wyden,Democrat,OR,20,9,0.0
Ron Wyden,Democrat,OR,21,1,0.0
Ron Wyden,Democrat,OR,22,2,1.0
Ron Wyden,Democrat,OR,23,8,5.0
Ronny Jackson,Republican,TX,0,1,0.0
Ronny Jackson,Republican,TX,1,20,8.0
Ronny Jackson,Republican,TX,2,97,33.0
Ronny Jackson,Republican,TX,3,255,100.0
Ronny Jackson,Republican,TX,4,397,213.0
Ronny Jackson,Republican,TX,5,483,305.0
Ronny Jackson,Republican,TX,6,564,419.0
Ronny Jackson,Republican,TX,7,449,317.0
Ronny Jackson,Republican,TX,8,526,344.0
Ronny Jackson,Republican,TX,9,551,357.0
Ronny Jackson,Republican,TX,10,505,320.0
Ronny Jackson,Republican,TX,11,566,394.0
Ronny Jackson,Republican,TX,12,583,420.0
Ronny Jackson,Republican,TX,13,439,303.0
Ronny Jackson,Republican,TX,14,335,232.0
Ronny Jackson,Republican,TX,15,328,193.0
Ronny Jackson,Republican,TX,16,318,191.0
Ronny Jackson,Republican,TX,17,171,98.0
Ronny Jackson,Republican,TX,18,119,69.0
Ronny Jackson,Republican,TX,19,102,63.0
Ronny Jackson,Republican,TX,20,77,42.0
Ronny Jackson,Republican,TX,21,25,13.0
Ronny Jackson,Republican,TX,22,4,3.0
Ronny Jackson,Republican,TX,23,3,2.0
Rosa L. DeLauro,Democrat,CT,0,2,0.0
Rosa L. DeLauro,Democrat,CT,1,13,1.0
Rosa L. DeLauro,Democrat,CT,2,31,6.0
Rosa L. DeLauro,Democrat,CT,3,43,4.0
Rosa L. DeLauro,Democrat,CT,4,101,27.0
Rosa L. DeLauro,Democrat,CT,5,214,76.0
Rosa L. DeLauro,Democrat,CT,6,327,127.0
Rosa L. DeLauro,Democrat,CT,7,327,129.0
Rosa L. DeLauro,Democrat,CT,8,437,202.0
Rosa L. DeLauro,Democrat,CT,9,489,172.0
Rosa L. DeLauro,Democrat,CT,10,537,214.0
Rosa L. DeLauro,Democrat,CT,11,539,217.0
Rosa L. DeLauro,Democrat,CT,12,420,173.0
Rosa L. DeLauro,Democrat,CT,13,387,150.0
Rosa L. DeLauro,Democrat,CT,14,249,80.0
Rosa L. DeLauro,Democrat,CT,15,188,68.0
Rosa L. DeLauro,Democrat,CT,16,164,48.0
Rosa L. DeLauro,Democrat,CT,17,96,29.0
Rosa L. DeLauro,Democrat,CT,18,48,13.0
Rosa L. DeLauro,Democrat,CT,19,32,10.0
Rosa L. DeLauro,Democrat,CT,20,14,2.0
Rosa L. DeLauro,Democrat,CT,21,7,5.0
Rosa L. DeLauro,Democrat,CT,22,7,2.0
Rosa L. DeLauro,Democrat,CT,23,5,0.0
Ruben Gallego,Democrat,AZ,0,40,16.0
Ruben Gallego,Democrat,AZ,1,131,68.0
Ruben Gallego,Democrat,AZ,2,319,158.0
Ruben Gallego,Democrat,AZ,3,401,206.0
Ruben Gallego,Democrat,AZ,4,466,226.0
Ruben Gallego,Democrat,AZ,5,632,277.0
Ruben Gallego,Democrat,AZ,6,582,265.0
Ruben Gallego,Democrat,AZ,7,606,264.0
Ruben Gallego,Democrat,AZ,8,622,269.0
Ruben Gallego,Democrat,AZ,9,730,306.0
Ruben Gallego,Democrat,AZ,10,708,265.0
Ruben Gallego,Democrat,AZ,11,701,276.0
Ruben Gallego,Democrat,AZ,12,676,271.0
Ruben Gallego,Democrat,AZ,13,582,220.0
Ruben Gallego,Democrat,AZ,14,490,191.0
Ruben Gallego,Democrat,AZ,15,466,185.0
Ruben Gallego,Democrat,AZ,16,342,140.0
Ruben Gallego,Democrat,AZ,17,243,79.0
Ruben Gallego,Democrat,AZ,18,146,49.0
Ruben Gallego,Democrat,AZ,19,61,15.0
Ruben Gallego,Democrat,AZ,20,40,24.0
Ruben Gallego,Democrat,AZ,21,15,8.0
Ruben Gallego,Democrat,AZ,22,13,5.0
Ruben Gallego,Democrat,AZ,23,19,12.0
Russ Fulcher,Republican,ID,1,11,3.0
Russ Fulcher,Republican,ID,2,47,6.0
Russ Fulcher,Republican,ID,3,108,19.0
Russ Fulcher,Republican,ID,4,141,29.0
Russ Fulcher,Republican,ID,5,178,28.0
Russ Fulcher,Republican,ID,6,214,49.0
Russ Fulcher,Republican,ID,7,248,68.0
Russ Fulcher,Republican,ID,8,367,92.0
Russ Fulcher,Republican,ID,9,371,113.0
Russ Fulcher,Republican,ID,10,309,81.0
Russ Fulcher,Republican,ID,11,355,92.0
Russ Fulcher,Republican,ID,12,256,71.0
Russ Fulcher,Republican,ID,13,276,71.0
Russ Fulcher,Republican,ID,14,255,75.0
Russ Fulcher,Republican,ID,15,196,61.0
Russ Fulcher,Republican,ID,16,169,55.0
Russ Fulcher,Republican,ID,17,103,39.0
Russ Fulcher,Republican,ID,18,86,30.0
Russ Fulcher,Republican,ID,19,41,10.0
Russ Fulcher,Republican,ID,20,22,4.0
Russ Fulcher,Republican,ID,21,9,4.0
Russ Fulcher,Republican,ID,22,2,0.0
Salud O. Carbajal,Democrat,CA,0,5,0.0
Salud O. Carbajal,Democrat,CA,1,20,5.0
Salud O. Carbajal,Democrat,CA,2,48,8.0
Salud O. Carbajal,Democrat,CA,3,75,21.0
Salud O. Carbajal,Democrat,CA,4,156,34.0
Salud O. Carbajal,Democrat,CA,5,189,49.0
Salud O. Carbajal,Democrat,CA,6,364,87.0
Salud O. Carbajal,Democrat,CA,7,510,103.0
Salud O. Carbajal,Democrat,CA,8,606,145.0
Salud O. Carbajal,Democrat,CA,9,673,146.0
Salud O. Carbajal,Democrat,CA,10,683,122.0
Salud O. Carbajal,Democrat,CA,11,722,137.0
Salud O. Carbajal,Democrat,CA,12,731,141.0
Salud O. Carbajal,Democrat,CA,13,699,138.0
Salud O. Carbajal,Democrat,CA,14,639,119.0
Salud O. Carbajal,Democrat,CA,15,513,86.0
Salud O. Carbajal,Democrat,CA,16,503,88.0
Salud O. Carbajal,Democrat,CA,17,399,56.0
Salud O. Carbajal,Democrat,CA,18,365,63.0
Salud O. Carbajal,Democrat,CA,19,215,33.0
Salud O. Carbajal,Democrat,CA,20,76,10.0
Salud O. Carbajal,Democrat,CA,21,22,3.0
Salud O. Carbajal,Democrat,CA,22,10,0.0
Salud O. Carbajal,Democrat,CA,23,1,0.0
Sam Graves,Republican,MO,0,4,2.0
Sam Graves,Republican,MO,1,1,0.0
Sam Graves,Republican,MO,2,2,0.0
Sam Graves,Republican,MO,3,5,1.0
Sam Graves,Republican,MO,4,14,3.0
Sam Graves,Republican,MO,5,20,6.0
Sam Graves,Republican,MO,6,30,9.0
Sam Graves,Republican,MO,7,91,22.0
Sam Graves,Republican,MO,8,451,86.0
Sam Graves,Republican,MO,9,488,94.0
Sam Graves,Republican,MO,10,598,127.0
Sam Graves,Republican,MO,11,739,172.0
Sam Graves,Republican,MO,12,630,116.0
Sam Graves,Republican,MO,13,650,163.0
Sam Graves,Republican,MO,14,549,128.0
Sam Graves,Republican,MO,15,580,150.0
Sam Graves,Republican,MO,16,391,101.0
Sam Graves,Republican,MO,17,249,76.0
Sam Graves,Republican,MO,18,56,16.0
Sam Graves,Republican,MO,19,47,8.0
Sam Graves,Republican,MO,20,24,3.0
Sam Graves,Republican,MO,21,13,1.0
Sam Graves,Republican,MO,22,12,2.0
Sam Graves,Republican,MO,23,3,0.0
Sander Levin D-MI,Democrat,MI,0,5,3.0
Sander Levin D-MI,Democrat,MI,6,3,0.0
Sander Levin D-MI,Democrat,MI,7,19,10.0
Sander Levin D-MI,Democrat,MI,8,78,32.0
Sander Levin D-MI,Democrat,MI,9,370,150.0
Sander Levin D-MI,Democrat,MI,10,416,161.0
Sander Levin D-MI,Democrat,MI,11,380,142.0
Sander Levin D-MI,Democrat,MI,12,274,84.0
Sander Levin D-MI,Democrat,MI,13,303,122.0
Sander Levin D-MI,Democrat,MI,14,297,94.0
Sander Levin D-MI,Democrat,MI,15,260,123.0
Sander Levin D-MI,Democrat,MI,16,302,108.0
Sander Levin D-MI,Democrat,MI,17,176,72.0
Sander Levin D-MI,Democrat,MI,18,77,32.0
Sander Levin D-MI,Democrat,MI,19,31,11.0
Sander Levin D-MI,Democrat,MI,20,24,10.0
Sander Levin D-MI,Democrat,MI,21,16,5.0
Sander Levin D-MI,Democrat,MI,22,19,7.0
Sander Levin D-MI,Democrat,MI,23,4,0.0
Sara Jacobs,Democrat,CA,0,3,0.0
Sara Jacobs,Democrat,CA,1,18,4.0
Sara Jacobs,Democrat,CA,2,87,37.0
Sara Jacobs,Democrat,CA,3,163,71.0
Sara Jacobs,Democrat,CA,4,201,106.0
Sara Jacobs,Democrat,CA,5,209,104.0
Sara Jacobs,Democrat,CA,6,259,108.0
Sara Jacobs,Democrat,CA,7,422,150.0
Sara Jacobs,Democrat,CA,8,459,168.0
Sara Jacobs,Democrat,CA,9,462,160.0
Sara Jacobs,Democrat,CA,10,462,143.0
Sara Jacobs,Democrat,CA,11,425,118.0
Sara Jacobs,Democrat,CA,12,383,127.0
Sara Jacobs,Democrat,CA,13,358,98.0
Sara Jacobs,Democrat,CA,14,343,106.0
Sara Jacobs,Democrat,CA,15,237,57.0
Sara Jacobs,Democrat,CA,16,206,47.0
Sara Jacobs,Democrat,CA,17,142,28.0
Sara Jacobs,Democrat,CA,18,114,23.0
Sara Jacobs,Democrat,CA,19,65,12.0
Sara Jacobs,Democrat,CA,20,30,6.0
Sara Jacobs,Democrat,CA,21,17,1.0
Sara Jacobs,Democrat,CA,22,2,0.0
Sara Jacobs,Democrat,CA,23,1,0.0
"Sarbanes, John ",Democrat,MD,0,9,1.0
"Sarbanes, John ",Democrat,MD,1,1,0.0
"Sarbanes, John ",Democrat,MD,6,5,1.0
"Sarbanes, John ",Democrat,MD,7,57,15.0
"Sarbanes, John ",Democrat,MD,8,152,53.0
"Sarbanes, John ",Democrat,MD,9,242,57.0
"Sarbanes, John ",Democrat,MD,10,444,107.0
"Sarbanes, John ",Democrat,MD,11,446,124.0
"Sarbanes, John ",Democrat,MD,12,404,93.0
"Sarbanes, John ",Democrat,MD,13,451,129.0
"Sarbanes, John ",Democrat,MD,14,500,113.0
"Sarbanes, John ",Democrat,MD,15,419,112.0
"Sarbanes, John ",Democrat,MD,16,374,87.0
"Sarbanes, John ",Democrat,MD,17,432,102.0
"Sarbanes, John ",Democrat,MD,18,266,62.0
"Sarbanes, John ",Democrat,MD,19,182,52.0
"Sarbanes, John ",Democrat,MD,20,158,49.0
"Sarbanes, John ",Democrat,MD,21,100,26.0
"Sarbanes, John ",Democrat,MD,22,56,12.0
"Sarbanes, John ",Democrat,MD,23,12,6.0
Scott H. Peters,Democrat,CA,0,10,2.0
Scott H. Peters,Democrat,CA,1,34,14.0
Scott H. Peters,Democrat,CA,2,65,19.0
Scott H. Peters,Democrat,CA,3,89,33.0
Scott H. Peters,Democrat,CA,4,173,54.0
Scott H. Peters,Democrat,CA,5,292,59.0
Scott H. Peters,Democrat,CA,6,389,109.0
Scott H. Peters,Democrat,CA,7,504,96.0
Scott H. Peters,Democrat,CA,8,697,127.0
Scott H. Peters,Democrat,CA,9,1067,172.0
Scott H. Peters,Democrat,CA,10,1183,180.0
Scott H. Peters,Democrat,CA,11,1435,220.0
Scott H. Peters,Democrat,CA,12,1442,229.0
Scott H. Peters,Democrat,CA,13,1433,202.0
Scott H. Peters,Democrat,CA,14,1720,304.0
Scott H. Peters,Democrat,CA,15,1739,285.0
Scott H. Peters,Democrat,CA,16,1412,223.0
Scott H. Peters,Democrat,CA,17,839,118.0
Scott H. Peters,Democrat,CA,18,458,44.0
Scott H. Peters,Democrat,CA,19,222,25.0
Scott H. Peters,Democrat,CA,20,102,7.0
Scott H. Peters,Democrat,CA,21,57,7.0
Scott H. Peters,Democrat,CA,22,20,2.0
Scott H. Peters,Democrat,CA,23,11,3.0
Scott Perry,Republican,PA,0,11,5.0
Scott Perry,Republican,PA,1,1,0.0
Scott Perry,Republican,PA,2,13,4.0
Scott Perry,Republican,PA,3,54,18.0
Scott Perry,Republican,PA,4,116,52.0
Scott Perry,Republican,PA,5,215,85.0
Scott Perry,Republican,PA,6,208,103.0
Scott Perry,Republican,PA,7,243,110.0
Scott Perry,Republican,PA,8,325,127.0
Scott Perry,Republican,PA,9,502,168.0
Scott Perry,Republican,PA,10,627,192.0
Scott Perry,Republican,PA,11,647,196.0
Scott Perry,Republican,PA,12,566,172.0
Scott Perry,Republican,PA,13,470,143.0
Scott Perry,Republican,PA,14,452,133.0
Scott Perry,Republican,PA,15,396,95.0
Scott Perry,Republican,PA,16,411,112.0
Scott Perry,Republican,PA,17,330,99.0
Scott Perry,Republican,PA,18,177,52.0
Scott Perry,Republican,PA,19,124,32.0
Scott Perry,Republican,PA,20,59,11.0
Scott Perry,Republican,PA,21,60,23.0
Scott Perry,Republican,PA,22,35,13.0
Scott Perry,Republican,PA,23,14,6.0
Scott Rigell R-VA,Republican,VA,5,1,0.0
Scott Rigell R-VA,Republican,VA,6,42,5.0
Scott Rigell R-VA,Republican,VA,7,112,17.0
Scott Rigell R-VA,Republican,VA,8,223,20.0
Scott Rigell R-VA,Republican,VA,9,308,32.0
Scott Rigell R-VA,Republican,VA,10,420,35.0
Scott Rigell R-VA,Republican,VA,11,352,38.0
Scott Rigell R-VA,Republican,VA,12,299,37.0
Scott Rigell R-VA,Republican,VA,13,287,18.0
Scott Rigell R-VA,Republican,VA,14,309,33.0
Scott Rigell R-VA,Republican,VA,15,345,105.0
Scott Rigell R-VA,Republican,VA,16,317,19.0
Scott Rigell R-VA,Republican,VA,17,160,14.0
Scott Rigell R-VA,Republican,VA,18,69,8.0
Scott Rigell R-VA,Republican,VA,19,72,14.0
Scott Rigell R-VA,Republican,VA,20,54,6.0
Scott Rigell R-VA,Republican,VA,21,42,4.0
Scott Rigell R-VA,Republican,VA,22,16,5.0
Scott Rigell R-VA,Republican,VA,23,7,0.0
Scott Tipton R-CO,Republican,CO,4,3,0.0
Scott Tipton R-CO,Republican,CO,5,10,1.0
Scott Tipton R-CO,Republican,CO,6,55,4.0
Scott Tipton R-CO,Republican,CO,7,227,17.0
Scott Tipton R-CO,Republican,CO,8,412,40.0
Scott Tipton R-CO,Republican,CO,9,430,46.0
Scott Tipton R-CO,Republican,CO,10,402,48.0
Scott Tipton R-CO,Republican,CO,11,376,45.0
Scott Tipton R-CO,Republican,CO,12,355,53.0
Scott Tipton R-CO,Republican,CO,13,284,30.0
Scott Tipton R-CO,Republican,CO,14,288,39.0
Scott Tipton R-CO,Republican,CO,15,256,40.0
Scott Tipton R-CO,Republican,CO,16,129,21.0
Scott Tipton R-CO,Republican,CO,17,79,14.0
Scott Tipton R-CO,Republican,CO,18,35,3.0
Scott Tipton R-CO,Republican,CO,19,29,1.0
Scott Tipton R-CO,Republican,CO,20,24,3.0
Scott Tipton R-CO,Republican,CO,21,14,1.0
Scott Tipton R-CO,Republican,CO,22,3,0.0
Scott Tipton R-CO,Republican,CO,23,1,0.0
"Scott, David",Democrat,GA,3,1,0.0
"Scott, David",Democrat,GA,6,12,1.0
"Scott, David",Democrat,GA,7,65,21.0
"Scott, David",Democrat,GA,8,186,19.0
"Scott, David",Democrat,GA,9,585,67.0
"Scott, David",Democrat,GA,10,510,67.0
"Scott, David",Democrat,GA,11,451,76.0
"Scott, David",Democrat,GA,12,376,56.0
"Scott, David",Democrat,GA,13,278,35.0
"Scott, David",Democrat,GA,14,308,47.0
"Scott, David",Democrat,GA,15,348,51.0
"Scott, David",Democrat,GA,16,350,50.0
"Scott, David",Democrat,GA,17,200,38.0
"Scott, David",Democrat,GA,18,106,21.0
"Scott, David",Democrat,GA,19,45,11.0
"Scott, David",Democrat,GA,20,51,12.0
"Scott, David",Democrat,GA,21,29,4.0
"Scott, David",Democrat,GA,22,26,6.0
"Scott, David",Democrat,GA,23,6,0.0
Sean Casten,Democrat,IL,0,33,13.0
Sean Casten,Democrat,IL,1,98,56.0
Sean Casten,Democrat,IL,2,323,161.0
Sean Casten,Democrat,IL,3,618,297.0
Sean Casten,Democrat,IL,4,853,401.0
Sean Casten,Democrat,IL,5,603,278.0
Sean Casten,Democrat,IL,6,455,181.0
Sean Casten,Democrat,IL,7,543,188.0
Sean Casten,Democrat,IL,8,882,259.0
Sean Casten,Democrat,IL,9,1028,276.0
Sean Casten,Democrat,IL,10,1139,299.0
Sean Casten,Democrat,IL,11,1138,306.0
Sean Casten,Democrat,IL,12,1183,296.0
Sean Casten,Democrat,IL,13,1259,355.0
Sean Casten,Democrat,IL,14,1250,319.0
Sean Casten,Democrat,IL,15,1304,340.0
Sean Casten,Democrat,IL,16,1061,280.0
Sean Casten,Democrat,IL,17,689,176.0
Sean Casten,Democrat,IL,18,435,89.0
Sean Casten,Democrat,IL,19,276,60.0
Sean Casten,Democrat,IL,20,200,51.0
Sean Casten,Democrat,IL,21,117,27.0
Sean Casten,Democrat,IL,22,55,13.0
Sean Casten,Democrat,IL,23,36,9.0
Sean Duffy R-WI,Republican,WI,0,4,0.0
Sean Duffy R-WI,Republican,WI,4,11,0.0
Sean Duffy R-WI,Republican,WI,5,51,6.0
Sean Duffy R-WI,Republican,WI,6,136,16.0
Sean Duffy R-WI,Republican,WI,7,348,39.0
Sean Duffy R-WI,Republican,WI,8,739,91.0
Sean Duffy R-WI,Republican,WI,9,725,113.0
Sean Duffy R-WI,Republican,WI,10,628,74.0
Sean Duffy R-WI,Republican,WI,11,549,76.0
Sean Duffy R-WI,Republican,WI,12,475,68.0
Sean Duffy R-WI,Republican,WI,13,439,59.0
Sean Duffy R-WI,Republican,WI,14,478,66.0
Sean Duffy R-WI,Republican,WI,15,445,74.0
Sean Duffy R-WI,Republican,WI,16,387,42.0
Sean Duffy R-WI,Republican,WI,17,225,41.0
Sean Duffy R-WI,Republican,WI,18,203,26.0
Sean Duffy R-WI,Republican,WI,19,151,21.0
Sean Duffy R-WI,Republican,WI,20,140,13.0
Sean Duffy R-WI,Republican,WI,21,122,17.0
Sean Duffy R-WI,Republican,WI,22,55,5.0
Sean Duffy R-WI,Republican,WI,23,12,3.0
Sean Maloney D-NY,Democrat,NY,0,19,10.0
Sean Maloney D-NY,Democrat,NY,1,4,0.0
Sean Maloney D-NY,Democrat,NY,2,1,1.0
Sean Maloney D-NY,Democrat,NY,5,1,0.0
Sean Maloney D-NY,Democrat,NY,6,13,4.0
Sean Maloney D-NY,Democrat,NY,7,73,21.0
Sean Maloney D-NY,Democrat,NY,8,143,39.0
Sean Maloney D-NY,Democrat,NY,9,292,77.0
Sean Maloney D-NY,Democrat,NY,10,467,116.0
Sean Maloney D-NY,Democrat,NY,11,600,168.0
Sean Maloney D-NY,Democrat,NY,12,781,171.0
Sean Maloney D-NY,Democrat,NY,13,784,201.0
Sean Maloney D-NY,Democrat,NY,14,702,188.0
Sean Maloney D-NY,Democrat,NY,15,757,207.0
Sean Maloney D-NY,Democrat,NY,16,617,162.0
Sean Maloney D-NY,Democrat,NY,17,514,141.0
Sean Maloney D-NY,Democrat,NY,18,375,118.0
Sean Maloney D-NY,Democrat,NY,19,320,93.0
Sean Maloney D-NY,Democrat,NY,20,188,59.0
Sean Maloney D-NY,Democrat,NY,21,149,54.0
Sean Maloney D-NY,Democrat,NY,22,97,37.0
Sean Maloney D-NY,Democrat,NY,23,56,24.0
Seth Magaziner,Democrat,RI,1,5,1.0
Seth Magaziner,Democrat,RI,2,21,10.0
Seth Magaziner,Democrat,RI,3,41,15.0
Seth Magaziner,Democrat,RI,4,111,49.0
