name,party,era,band,n,share_angry
Raja Krishnamoorthi,Democrat,Biden,05-08 morning,627,0.3763955342902711
Tim Scott,Republican,Biden,18-20 evening,380,0.3763157894736842
Janelle S. Bynum,Democrat,Trump II,09-17 work,412,0.3762135922330097
Joseph D. Morelle,Democrat,Trump II,05-08 morning,737,0.3758480325644505
Timothy M. Kennedy,Democrat,Trump II,05-08 morning,306,0.3758169934640523
Janelle S. Bynum,Democrat,Trump II,05-08 morning,314,0.37579617834394907
John Fleming R-LA,Republican,Obama,09-17 work,958,0.3757828810020877
John Cornyn,Republican,Biden,05-08 morning,1995,0.37543859649122807
Lois Frankel,Democrat,Trump,18-20 evening,216,0.375
Rick Scott,Republican,Trump,21-23 late,200,0.375
Tim Burchett,Republican,Trump II,00-04 night,1252,0.3746006389776358
Alexandria Ocasio-Cortez,Democrat,Biden,18-20 evening,406,0.37438423645320196
Nikki Budzinski,Democrat,Trump II,05-08 morning,382,0.3743455497382199
William R. Timmons IV,Republican,Biden,09-17 work,1551,0.37395228884590587
Kirsten E. Gillibrand,Democrat,Trump,09-17 work,2089,0.37338439444710386
"Frank Pallone, Jr.",Democrat,Biden,09-17 work,2168,0.3731549815498155
Alexandria Ocasio-Cortez,Democrat,Trump,18-20 evening,394,0.3730964467005076
Lauren Boebert,Republican,Trump II,05-08 morning,681,0.37298091042584436
Joe Neguse,Democrat,Trump II,00-04 night,236,0.3728813559322034
Maria Cantwell,Democrat,Trump II,05-08 morning,279,0.3727598566308244
"Cardin, Benjamin",Democrat,Trump,09-17 work,3361,0.3725081820886641
Donald Norcross,Democrat,Trump II,05-08 morning,422,0.37203791469194314
Barry Moore,Republican,Trump II,05-08 morning,250,0.372
Christopher A. Coons,Democrat,Trump,05-08 morning,414,0.3719806763285024
Mike Lee,Republican,Trump,18-20 evening,234,0.3717948717948718
Tim Ryan D-OH,Democrat,Trump,21-23 late,226,0.37168141592920356
Andy Levin D-MI,Democrat,Trump,18-20 evening,296,0.3716216216216216
Rick Scott,Republican,Trump,09-17 work,4936,0.37155591572123176
Ted Cruz,Republican,Trump II,09-17 work,3763,0.37124634600053147
Nancy Mace,Republican,Biden,09-17 work,6662,0.3710597418192735
Zoe Lofgren,Democrat,Trump,09-17 work,906,0.3708609271523179
W. Gregory Steube,Republican,Trump,18-20 evening,205,0.37073170731707317
"Brown, Sherrod",Democrat,Trump,09-17 work,3821,0.37058361685422664
Russ Fulcher,Republican,Biden,09-17 work,1325,0.37056603773584906
Markwayne Mullin R-OK,Republican,Biden,05-08 morning,208,0.3701923076923077
Tommy Tuberville,Republican,Biden,05-08 morning,1024,0.3701171875
Marlin A. Stutzman,Republican,Trump II,09-17 work,762,0.3700787401574803
Troy E. Nehls,Republican,Trump II,00-04 night,200,0.37
Elise M. Stefanik,Republican,Trump II,00-04 night,492,0.3699186991869919
Debbie Dingell,Democrat,Trump II,09-17 work,492,0.3699186991869919
Gwen Moore,Democrat,Biden,05-08 morning,538,0.36988847583643125
Alexandria Ocasio-Cortez,Democrat,Biden,09-17 work,2679,0.36954087346024633
Ken Calvert,Republican,Biden,09-17 work,728,0.3695054945054945
Sean Maloney D-NY,Democrat,Trump,09-17 work,2949,0.36927772126144454
John James,Republican,Biden,09-17 work,987,0.36879432624113473
Val Demings D-FL,Democrat,Trump,05-08 morning,320,0.36875
Marcy Kaptur,Democrat,Trump II,05-08 morning,339,0.3687315634218289
Chuck Grassley,Republican,Biden,05-08 morning,852,0.3685446009389671
Pramila Jayapal,Democrat,Biden,05-08 morning,3223,0.36829041265901336
Juan Vargas,Democrat,Trump,05-08 morning,220,0.36818181818181817
Andy Biggs,Republican,Trump II,00-04 night,728,0.36813186813186816
Gregory F. Murphy,Republican,Trump,09-17 work,443,0.36794582392776526
Michael A. Rulli,Republican,Trump II,05-08 morning,204,0.36764705882352944
John Cornyn,Republican,Biden,09-17 work,2527,0.36762960031658093
Randy Feenstra,Republican,Biden,09-17 work,2419,0.3675072343943778
John Yarmuth D-KY,Democrat,Trump,09-17 work,1719,0.3670738801628854
Alexandria Ocasio-Cortez,Democrat,Biden,05-08 morning,733,0.3669849931787176
Joe Neguse,Democrat,Trump II,05-08 morning,218,0.3669724770642202
"Phillips, Dean",Democrat,Biden,18-20 evening,229,0.36681222707423583
Ted Deutch D-FL,Democrat,Trump,18-20 evening,979,0.36670071501532175
"Carl, Jerry ",Republican,Biden,09-17 work,1099,0.3666969972702457
Tim Burchett,Republican,Biden,00-04 night,1119,0.36639857015192134
Christopher A. Coons,Democrat,Trump,09-17 work,811,0.36621454993834773
Cynthia M. Lummis,Republican,Biden,09-17 work,2657,0.3662024840045164
Clay Higgins,Republican,Trump II,09-17 work,213,0.36619718309859156
Chris Pappas,Democrat,Trump II,09-17 work,1312,0.36585365853658536
Jerrold Nadler,Democrat,Biden,09-17 work,2307,0.3658430862592111
Michael T. McCaul,Republican,Biden,05-08 morning,503,0.3658051689860835
Don Bacon,Republican,Biden,21-23 late,771,0.3657587548638132
Seth Magaziner,Democrat,Trump II,09-17 work,1701,0.36566725455614346
Norma J. Torres,Democrat,Trump,09-17 work,454,0.3656387665198238
John Fetterman,Democrat,Biden,09-17 work,1239,0.36561743341404357
Ashley Hinson,Republican,Biden,09-17 work,4117,0.3655574447413165
James Lankford,Republican,Trump II,05-08 morning,435,0.36551724137931035
Alexandria Ocasio-Cortez,Democrat,Trump,09-17 work,2813,0.3654461429079275
"Randy K. Weber, Sr.",Republican,Trump II,05-08 morning,378,0.36507936507936506
Mazie K. Hirono,Democrat,Biden,09-17 work,630,0.36507936507936506
George Latimer,Democrat,Trump II,09-17 work,400,0.365
Ted Cruz,Republican,Trump,05-08 morning,2584,0.36493808049535603
"Menendez, Bob",Democrat,Trump,05-08 morning,233,0.3648068669527897
"Grijalva, Raul",Democrat,Obama,05-08 morning,417,0.3645083932853717
Elijah Cummings D-MD,Democrat,Trump,09-17 work,1284,0.3644859813084112
Ro Khanna,Democrat,Biden,00-04 night,1918,0.36444212721584984
Beth Van Duyne,Republican,Trump II,09-17 work,1353,0.36437546193643755
Burgess Owens,Republican,Trump II,09-17 work,1054,0.36432637571157495
Yvette D. Clarke,Democrat,Trump,21-23 late,335,0.3641791044776119
Brad Sherman,Democrat,Biden,09-17 work,1324,0.3640483383685801
Anna Paulina Luna,Republican,Trump II,09-17 work,4105,0.3639464068209501
Raja Krishnamoorthi,Democrat,Trump,05-08 morning,344,0.3633720930232558
Andy Biggs,Republican,Trump,18-20 evening,1773,0.3632261703327693
James E. Risch,Republican,Biden,09-17 work,2412,0.36318407960199006
Walter Jones R-NC,Republican,Obama,09-17 work,1278,0.36306729264475746
Marlin A. Stutzman,Republican,Trump II,05-08 morning,292,0.363013698630137
Mike Thompson,Democrat,Trump II,00-04 night,425,0.3623529411764706
Ayanna Pressley,Democrat,Trump,09-17 work,3674,0.36227544910179643
Colleen Hanabusa D-HI,Democrat,Trump,05-08 morning,232,0.3620689655172414
Gus M. Bilirakis,Republican,Biden,05-08 morning,658,0.3617021276595745
Richard Hudson,Republican,Trump II,05-08 morning,368,0.36141304347826086
Ron Estes,Republican,Biden,09-17 work,1398,0.36123032904148783
Kevin Hern,Republican,Trump,09-17 work,407,0.36117936117936117
"Grijalva, Raul",Democrat,Obama,09-17 work,1545,0.3611650485436893
Becca Balint,Democrat,Biden,09-17 work,1191,0.3610411418975651
Nick LaLota,Republican,Trump II,05-08 morning,698,0.36103151862464183
Mark Pocan,Democrat,Biden,18-20 evening,255,0.3607843137254902
Mike Doyle D-PA,Democrat,Trump,09-17 work,2277,0.36056214317083884
Brian Schatz,Democrat,Biden,00-04 night,541,0.36044362292051757
Peter DeFazio D-OR,Democrat,Trump,09-17 work,960,0.36041666666666666
Tim Burchett,Republican,Biden,05-08 morning,1846,0.36023835319609965
John Cornyn,Republican,Biden,00-04 night,2835,0.3601410934744268
Jack Bergman,Republican,Biden,09-17 work,386,0.3601036269430052
John Joyce,Republican,Biden,09-17 work,1278,0.3599374021909233
Wesley Bell,Democrat,Trump II,05-08 morning,264,0.35984848484848486
Pramila Jayapal,Democrat,Biden,09-17 work,7728,0.3596014492753623
Raja Krishnamoorthi,Democrat,Trump,09-17 work,534,0.3595505617977528
April McClain Delaney,Democrat,Trump II,09-17 work,669,0.35874439461883406
LaMonica McIver,Democrat,Trump II,05-08 morning,842,0.3586698337292161
Chellie Pingree,Democrat,Trump,05-08 morning,251,0.35856573705179284
Tim Ryan D-OH,Democrat,Trump,18-20 evening,452,0.3584070796460177
John H. Rutherford,Republican,Biden,09-17 work,1095,0.35799086757990867
Jimmy Panetta,Democrat,Trump II,05-08 morning,802,0.35785536159601
Kristen McDonald Rivet,Democrat,Trump II,09-17 work,355,0.35774647887323946
Debbie Dingell,Democrat,Trump II,05-08 morning,274,0.35766423357664234
Mike Quigley,Democrat,Trump,09-17 work,5516,0.3575054387237128
Ashley Moody,Republican,Trump II,05-08 morning,400,0.3575
Betty McCollum,Democrat,Trump,09-17 work,336,0.35714285714285715
Bernard Sanders,Independent,Obama,21-23 late,339,0.35693215339233036
"Luetkemeyer, Blaine",Republican,Biden,09-17 work,1017,0.35693215339233036
Jimmy Gomez,Democrat,Trump,05-08 morning,922,0.35683297180043383
Nancy Mace,Republican,Biden,18-20 evening,645,0.35658914728682173
Ritchie Torres,Democrat,Biden,18-20 evening,710,0.3563380281690141
Jeff Merkley,Democrat,Biden,09-17 work,4148,0.3563162970106075
Jamie Raskin,Democrat,Trump,05-08 morning,320,0.35625
Yvette D. Clarke,Democrat,Biden,05-08 morning,306,0.3562091503267974
Emanuel Cleaver,Democrat,Trump,09-17 work,4315,0.3561993047508691
Cory Mills,Republican,Biden,05-08 morning,382,0.35602094240837695
Judy Chu,Democrat,Biden,05-08 morning,849,0.35571260306242636
Jeff Merkley,Democrat,Biden,05-08 morning,1878,0.3556975505857295
Susie Lee,Democrat,Trump II,09-17 work,790,0.3556962025316456
Ro Khanna,Democrat,Biden,09-17 work,5327,0.3555472123146236
Chris Van Hollen,Democrat,Obama,09-17 work,1516,0.3555408970976253
Jennifer L. McClellan,Democrat,Trump II,09-17 work,1159,0.3554788610871441
Lee Zeldin R-NY,Republican,Trump,09-17 work,1700,0.3552941176470588
Diane Black R-TN,Republican,Obama,05-08 morning,653,0.3552833078101072
"Earl L. ""Buddy"" Carter",Republican,Biden,09-17 work,1157,0.35522904062229904
Tony Wied,Republican,Trump II,09-17 work,670,0.35522388059701493
James E. Risch,Republican,Biden,05-08 morning,594,0.3552188552188552
Kevin Brady R-TX,Republican,Obama,21-23 late,203,0.35467980295566504
Jasmine Crockett,Democrat,Biden,09-17 work,1502,0.35419440745672437
Scott Franklin,Republican,Biden,09-17 work,1418,0.3540197461212976
"Green, Mark",Republican,Trump,05-08 morning,260,0.35384615384615387
Ritchie Torres,Democrat,Biden,09-17 work,4170,0.35347721822541966
Tim Sheehy,Republican,Trump II,05-08 morning,348,0.35344827586206895
Wesley Bell,Democrat,Trump II,09-17 work,481,0.35343035343035345
Pete Stauber,Republican,Biden,09-17 work,2389,0.35328589367936375
Jared F. Golden,Democrat,Trump II,09-17 work,252,0.3531746031746032
Patrick Leahy D-VT,Democrat,Trump,09-17 work,5859,0.35313193377709506
Janice D. Schakowsky,Democrat,Biden,09-17 work,1340,0.3529850746268657
Marcy Kaptur,Democrat,Trump,09-17 work,1937,0.35260712441920494
Richard Blumenthal,Democrat,Biden,05-08 morning,807,0.35192069392812886
Stephanie I. Bice,Republican,Biden,09-17 work,2103,0.3518782691393248
Anna Paulina Luna,Republican,Trump II,00-04 night,333,0.35135135135135137
James P. McGovern,Democrat,Biden,09-17 work,2998,0.3512341561040694
Rick Scott,Republican,Trump,18-20 evening,917,0.3511450381679389
Dina Titus,Democrat,Trump,05-08 morning,957,0.3510971786833856
Eliot Engel D-NY,Democrat,Trump,18-20 evening,339,0.35103244837758113
David Price D-NC,Democrat,Trump,18-20 evening,265,0.35094339622641507
Beth Van Duyne,Republican,Biden,18-20 evening,305,0.35081967213114756
Chris Van Hollen,Democrat,Biden,05-08 morning,448,0.35044642857142855
Jasmine Crockett,Democrat,Biden,00-04 night,254,0.35039370078740156
Nick LaLota,Republican,Biden,05-08 morning,237,0.350210970464135
Byron Donalds,Republican,Trump II,09-17 work,791,0.3501896333754741
Mitch McConnell,Republican,Biden,05-08 morning,912,0.34978070175438597
Gus M. Bilirakis,Republican,Biden,09-17 work,2266,0.34951456310679613
Gregory F. Murphy,Republican,Trump II,09-17 work,478,0.3493723849372385
Jared Huffman,Democrat,Trump,05-08 morning,627,0.3492822966507177
Jackie Walorski R-IN,Republican,Biden,09-17 work,613,0.34910277324632955
Kirsten E. Gillibrand,Democrat,Trump,05-08 morning,957,0.3490073145245559
Cory Mills,Republican,Biden,09-17 work,857,0.34889148191365227
Daniel Webster,Republican,Biden,09-17 work,1416,0.3488700564971751
Brian Babin,Republican,Trump,09-17 work,1723,0.3488102147417295
Mario Diaz-Balart,Republican,Biden,09-17 work,1041,0.34870317002881845
Steny H. Hoyer,Democrat,Trump,05-08 morning,327,0.3486238532110092
Lisa C. McClain,Republican,Trump II,00-04 night,201,0.3482587064676617
Ilhan Omar,Democrat,Biden,09-17 work,4225,0.34816568047337276
Andy Barr,Republican,Trump II,05-08 morning,276,0.34782608695652173
Elizabeth Warren,Democrat,Obama,09-17 work,1786,0.3477043673012318
Adriano Espaillat,Democrat,Trump,21-23 late,348,0.34770114942528735
Burgess Owens,Republican,Trump II,05-08 morning,970,0.3474226804123711
"Blumenauer, Earl",Democrat,Biden,09-17 work,311,0.34726688102893893
Bill Cassidy,Republican,Biden,09-17 work,4207,0.3470406465414785
Mario Diaz-Balart,Republican,Biden,05-08 morning,470,0.3468085106382979
Ilhan Omar,Democrat,Biden,05-08 morning,1312,0.3467987804878049
David McKinley R-WV,Republican,Biden,09-17 work,984,0.3465447154471545
John Thune,Republican,Biden,09-17 work,1655,0.34622356495468276
Andy Levin D-MI,Democrat,Trump,09-17 work,1785,0.346218487394958
Pete Sessions,Republican,Biden,09-17 work,912,0.34539473684210525
Jerrold Nadler,Democrat,Biden,18-20 evening,249,0.3453815261044177
Don Bacon,Republican,Biden,05-08 morning,1551,0.34493874919406836
"Carper, Thomas ",Democrat,Trump,09-17 work,3865,0.3448900388098318
John Cornyn,Republican,Trump II,05-08 morning,1030,0.3446601941747573
John Barrasso,Republican,Trump II,09-17 work,444,0.34459459459459457
Brian Schatz,Democrat,Trump,09-17 work,1481,0.34436191762322754
"Bush, Cori",Democrat,Biden,09-17 work,1798,0.3442714126807564
Dan Newhouse,Republican,Biden,05-08 morning,552,0.3442028985507246
"Johnson, Bill",Republican,Biden,09-17 work,1209,0.34408602150537637
Tammy Duckworth,Democrat,Biden,18-20 evening,501,0.34331337325349304
Steny H. Hoyer,Democrat,Trump,09-17 work,4250,0.3432941176470588
Bill Flores R-TX,Republican,Trump,21-23 late,869,0.3429228998849252
Brenda Lawrence D-MI,Democrat,Trump,09-17 work,1992,0.3428714859437751
Addison P. McDowell,Republican,Trump II,09-17 work,563,0.3428063943161634
Terri A. Sewell,Democrat,Trump II,09-17 work,505,0.3425742574257426
Mike Thompson,Democrat,Trump II,09-17 work,581,0.342512908777969
Pete Sessions,Republican,Biden,05-08 morning,292,0.3424657534246575
Gary C. Peters,Democrat,Trump II,05-08 morning,257,0.3424124513618677
Claudia Tenney,Republican,Trump II,18-20 evening,295,0.3423728813559322
Ayanna Pressley,Democrat,Trump,05-08 morning,602,0.34219269102990035
Cindy Hyde-Smith,Republican,Biden,09-17 work,2114,0.34200567644276253
Trent Franks R-AZ,Republican,Obama,09-17 work,841,0.3412604042806183
"Duncan, Jeff",Republican,Trump,21-23 late,214,0.3411214953271028
Ted Cruz,Republican,Trump,09-17 work,9651,0.3411045487514247
"Duncan, Jeff",Republican,Obama,21-23 late,472,0.3411016949152542
Warren Davidson,Republican,Trump II,09-17 work,760,0.34078947368421053
Adam Kinzinger R-IL,Republican,Biden,09-17 work,452,0.3407079646017699
Madeleine Dean,Democrat,Trump II,05-08 morning,229,0.3406113537117904
Elijah Crane,Republican,Trump II,09-17 work,1383,0.3405639913232104
"Carl, Jerry ",Republican,Biden,05-08 morning,232,0.34051724137931033
John Cornyn,Republican,Trump,00-04 night,1851,0.34035656401944897
"Frank Pallone, Jr.",Democrat,Biden,05-08 morning,359,0.3398328690807799
Chuck Grassley,Republican,Trump II,05-08 morning,462,0.3398268398268398
Lloyd Doggett,Democrat,Biden,05-08 morning,992,0.3397177419354839
Bennie G. Thompson,Democrat,Trump,09-17 work,268,0.33955223880597013
"Robert F. Onder, Jr.",Republican,Trump II,05-08 morning,483,0.33954451345755693
Seth Moulton,Democrat,Biden,09-17 work,863,0.33951332560834296
John Barrasso,Republican,Obama,09-17 work,2160,0.33935185185185185
Ilhan Omar,Democrat,Trump,18-20 evening,336,0.3392857142857143
"Porter, Katie",Democrat,Trump,09-17 work,1456,0.3392857142857143
Christopher R. Deluzio,Democrat,Biden,09-17 work,731,0.3392612859097127
Jamie Raskin,Democrat,Biden,18-20 evening,357,0.3389355742296919
Harriet M. Hageman,Republican,Trump II,05-08 morning,301,0.3388704318936877
Mary Gay Scanlon,Democrat,Trump,18-20 evening,635,0.33858267716535434
Kevin Cramer,Republican,Biden,00-04 night,287,0.33797909407665505
Paul A. Gosar,Republican,Trump,09-17 work,4475,0.337877094972067
Norma J. Torres,Democrat,Trump,05-08 morning,299,0.3377926421404682
Greg Landsman,Democrat,Biden,05-08 morning,225,0.3377777777777778
Chuck Grassley,Republican,Biden,00-04 night,382,0.337696335078534
Ruben Gallego,Democrat,Biden,05-08 morning,1099,0.3375796178343949
"Brown, Sherrod",Democrat,Trump,18-20 evening,803,0.33748443337484435
Thom Tillis,Republican,Biden,09-17 work,1636,0.3374083129584352
Ayanna Pressley,Democrat,Trump,18-20 evening,522,0.3371647509578544
"Duncan, Jeff",Republican,Obama,09-17 work,3352,0.3368138424821002
"Gilbert Ray Cisneros, Jr.",Democrat,Trump II,05-08 morning,407,0.3366093366093366
"Connolly, Gerald E. ""Gerry""",Democrat,Biden,09-17 work,666,0.33633633633633636
Scott Fitzgerald,Republican,Trump II,09-17 work,226,0.336283185840708
Ron Wyden,Democrat,Biden,05-08 morning,888,0.3355855855855856
Lauren Boebert,Republican,Trump II,00-04 night,301,0.33554817275747506
Hakeem S. Jeffries,Democrat,Obama,09-17 work,1092,0.33516483516483514
Brad Sherman,Democrat,Biden,05-08 morning,421,0.334916864608076
Peter Meijer R-MI,Republican,Biden,18-20 evening,230,0.3347826086956522
Lucy McBath,Democrat,Trump II,09-17 work,242,0.3347107438016529
"Grijalva, Raul",Democrat,Biden,05-08 morning,431,0.33410672853828305
Troy A. Carter,Democrat,Trump II,00-04 night,213,0.3333333333333333
Nikki Budzinski,Democrat,Trump II,09-17 work,432,0.3333333333333333
Jack Reed,Democrat,Trump,18-20 evening,327,0.3333333333333333
Adriano Espaillat,Democrat,Biden,05-08 morning,982,0.3329938900203666
Jamie Raskin,Democrat,Biden,09-17 work,2274,0.33289357959542654
Patrick Ryan,Democrat,Trump II,05-08 morning,812,0.33251231527093594
Adriano Espaillat,Democrat,Trump,05-08 morning,373,0.3324396782841823
"Eric A. ""Rick"" Crawford",Republican,Biden,09-17 work,671,0.3323397913561848
Ashley Hinson,Republican,Biden,18-20 evening,512,0.33203125
Robin L. Kelly,Democrat,Trump,09-17 work,2546,0.3318931657501964
Josh Brecheen,Republican,Trump II,00-04 night,211,0.33175355450236965
Tim Ryan D-OH,Democrat,Trump,09-17 work,4061,0.33169170155134203
John B. Larson,Democrat,Trump,05-08 morning,202,0.3316831683168317
Brad Sherman,Democrat,Trump,09-17 work,368,0.33152173913043476
Nick LaLota,Republican,Trump II,09-17 work,887,0.3314543404735062
Paul Tonko,Democrat,Trump,18-20 evening,326,0.3312883435582822
Sam T. Liccardo,Democrat,Trump II,05-08 morning,643,0.3312597200622084
